id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1.31e+18,2020-10-05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @YahooNews: If the president engages in risky behavior during the COVID-19 pandemic, can the Secret Service – or anyone – stop him? http…",en,0.0,176.0,ami_tvdfan,,YahooNews,,"RT Ġ@ Y ahoo News : ĠIf Ġthe Ġpresident Ġengages Ġin Ġrisky Ġbehavior Ġduring Ġthe ĠCO VID - 19 Ġpand emic , Ġcan Ġthe ĠSecret ĠService ĠâĢĵ Ġor Ġanyone ĠâĢĵ Ġstop Ġhim ? Ġhttp âĢ¦",-0.296,0.18,0.82,0.0,neg,"['RT Ġ@ Y ahoo News : ĠIf Ġthe Ġpresident Ġengages Ġin Ġrisky Ġbehavior Ġduring Ġthe ĠCO VID - 19 Ġpand emic , Ġcan Ġthe ĠSecret ĠService ĠâĢĵ Ġor Ġanyone ĠâĢĵ Ġstop Ġhim ? Ġhttp âĢ¦', ('vaccine', 0.38530388474464417), ('infection', 0.3777242600917816), ('death', 0.23697185516357422)]"
1.31e+18,2020-10-08,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @DidierPittet: #COVID__19 has created a crisis worldwide This crisis has produced a test of #leadership https://t.co/W0HHnKg7DI,en,0.0,0.0,JoeGarde,"COVID__19, leadership",DidierPittet,Dublin,RT Ġ@ Did ier Pitt et : Ġ# CO VID __ 19 Ġhas Ġcreated Ġa Ġcrisis Ġworldwide ĠThis Ġcrisis Ġhas Ġproduced Ġa Ġtest Ġof Ġ# leaders hip Ġhttps :// t . co / W 0 HH n K g 7 DI,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ Did ier Pitt et : Ġ# CO VID __ 19 Ġhas Ġcreated Ġa Ġcrisis Ġworldwide ĠThis Ġcrisis Ġhas Ġproduced Ġa Ġtest Ġof Ġ# leaders hip Ġhttps :// t . co / W 0 HH n K g 7 DI', ('infection', 0.3788251578807831), ('vaccine', 0.33979377150535583), ('death', 0.2813810706138611)]"
1.31e+18,2020-09-26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @_askgercekse_: 🍀🍃🌺 have a great days my dear friends thanks for all I m start sailing again see yours two week later 🌺🍃🍀 #StayAtHome #S…,en,0.0,0.0,tesul31,StayAtHome,_askgercekse_,,RT Ġ@ _ ask ger ce k se _ : ĠðŁ į Ģ ðŁ į ĥ ðŁ Į º Ġhave Ġa Ġgreat Ġdays Ġmy Ġdear Ġfriends Ġthanks Ġfor Ġall ĠI Ġm Ġstart Ġsailing Ġagain Ġsee Ġyours Ġtwo Ġweek Ġlater ĠðŁ Į º ðŁ į ĥ ðŁ į Ģ Ġ# Stay At Home Ġ# S âĢ¦,0.9081,0.0,0.361,0.639,pos,"['RT Ġ@ _ ask ger ce k se _ : ĠðŁ į Ģ ðŁ į ĥ ðŁ Į º Ġhave Ġa Ġgreat Ġdays Ġmy Ġdear Ġfriends Ġthanks Ġfor Ġall ĠI Ġm Ġstart Ġsailing Ġagain Ġsee Ġyours Ġtwo Ġweek Ġlater ĠðŁ Į º ðŁ į ĥ ðŁ į Ģ Ġ# Stay At Home Ġ# S âĢ¦', ('vaccine', 0.5194671154022217), ('infection', 0.35510385036468506), ('death', 0.12542901933193207)]"
1.31e+18,2020-09-27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @sltrib: .@UtahDepOfHealth announced 1,068 new #coronavirus cases Sunday — the fourth straight day Utah has had more than 1,000 new case…",en,0.0,0.0,JamesRussellCa3,coronavirus,"sltrib, UtahDepOfHealth",,"RT Ġ@ s lt rib : Ġ. @ Utah Dep Of Health Ġannounced Ġ1 , 0 68 Ġnew Ġ# cor on av irus Ġcases ĠSunday ĠâĢĶ Ġthe Ġfourth Ġstraight Ġday ĠUtah Ġhas Ġhad Ġmore Ġthan Ġ1 , 000 Ġnew Ġcase âĢ¦",0.2263,0.0,0.826,0.174,pos,"['RT Ġ@ s lt rib : Ġ. @ Utah Dep Of Health Ġannounced Ġ1 , 0 68 Ġnew Ġ# cor on av irus Ġcases ĠSunday ĠâĢĶ Ġthe Ġfourth Ġstraight Ġday ĠUtah Ġhas Ġhad Ġmore Ġthan Ġ1 , 000 Ġnew Ġcase âĢ¦', ('infection', 0.42997947335243225), ('vaccine', 0.32120653986930847), ('death', 0.24881398677825928)]"
1.3e+18,2020-09-01,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @CBCManitoba: Why Manitoba keeps Winnipeg's COVID-19 geography under wraps https://t.co/d85bmVVuJO,en,0.0,20.0,mypseudo16,,CBCManitoba,inside my comport zone,RT Ġ@ CBC Man it oba : ĠWhy ĠManitoba Ġkeeps ĠWinnipeg 's ĠCO VID - 19 Ġgeography Ġunder Ġwraps Ġhttps :// t . co / d 85 bm V V u JO,0.0,0.0,1.0,0.0,neu,"[""RT Ġ@ CBC Man it oba : ĠWhy ĠManitoba Ġkeeps ĠWinnipeg 's ĠCO VID - 19 Ġgeography Ġunder Ġwraps Ġhttps :// t . co / d 85 bm V V u JO"", ('infection', 0.5139314532279968), ('vaccine', 0.29200607538223267), ('death', 0.1940625011920929)]"
1.31e+18,2020-09-20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@piersmorgan @susannareid100 @telegraphstella 😂😂😂😂😂😂 ‘news show’ comedy show I’d say 😂😂😂😂😂#StaySafe,en,0.0,774.0,Robinson6R,StaySafe,"piersmorgan, susannareid100, telegraphstella","England, United Kingdom",@ p iers mor gan Ġ@ s us ann are id 100 Ġ@ te legraph st ella ĠðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ĠâĢ ĺ news Ġshow âĢ Ļ Ġcomedy Ġshow ĠI âĢ Ļ d Ġsay ĠðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ # Stay Safe,0.0,0.0,1.0,0.0,neu,"['@ p iers mor gan Ġ@ s us ann are id 100 Ġ@ te legraph st ella ĠðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ĠâĢ ĺ news Ġshow âĢ Ļ Ġcomedy Ġshow ĠI âĢ Ļ d Ġsay ĠðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ ðŁĺ Ĥ # Stay Safe', ('infection', 0.5370738506317139), ('vaccine', 0.2507314085960388), ('death', 0.21219471096992493)]"
1.31e+18,2020-10-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @RalphNader: Continue demanding Trump’s resignation. He is undermining and obstructing our elections, inciting civil strife, corruptly d…",en,0.0,3.0,47thIndiana,,RalphNader,,"RT Ġ@ R alph N ader : ĠContinue Ġdemanding ĠTrump âĢ Ļ s Ġresignation . ĠHe Ġis Ġundermining Ġand Ġobstruct ing Ġour Ġelections , Ġinciting Ġcivil Ġstrife , Ġcorrupt ly Ġd âĢ¦",-0.4404,0.302,0.698,0.0,neg,"['RT Ġ@ R alph N ader : ĠContinue Ġdemanding ĠTrump âĢ Ļ s Ġresignation . ĠHe Ġis Ġundermining Ġand Ġobstruct ing Ġour Ġelections , Ġinciting Ġcivil Ġstrife , Ġcorrupt ly Ġd âĢ¦', ('infection', 0.8290997743606567), ('vaccine', 0.12188022583723068), ('death', 0.04902001470327377)]"
1.31e+18,2020-09-25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @MDEdgePsych: Depression and anxiety found in adults with COVID-19. https://t.co/S1Zk3SGFnl #PTSD #psych https://t.co/z4eXgVDWmq,en,0.0,2.0,MayaaDeLaO,"PTSD, psych",MDEdgePsych,,RT Ġ@ M DE d ge Psych : ĠDepression Ġand Ġanxiety Ġfound Ġin Ġadults Ġwith ĠCO VID - 19 . Ġhttps :// t . co / S 1 Z k 3 S GF nl Ġ# P TS D Ġ# psych Ġhttps :// t . co / z 4 e X g VD W m q,-0.4939,0.444,0.556,0.0,neg,"['RT Ġ@ M DE d ge Psych : ĠDepression Ġand Ġanxiety Ġfound Ġin Ġadults Ġwith ĠCO VID - 19 . Ġhttps :// t . co / S 1 Z k 3 S GF nl Ġ# P TS D Ġ# psych Ġhttps :// t . co / z 4 e X g VD W m q', ('vaccine', 0.43032360076904297), ('death', 0.4124722480773926), ('infection', 0.15720410645008087)]"
1.31e+18,2020-09-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Florida's Governor Lifts All COVID-19 Restrictions On Businesses Statewide https://t.co/NdPdCFXOig,en,0.0,107.0,timothywpugh,,,"Rockwood, TN",Florida 's ĠGovernor ĠL ifts ĠAll ĠCO VID - 19 ĠRestrict ions ĠOn ĠBusiness es ĠState wide Ġhttps :// t . co / N d P d C FX O ig,-0.3818,0.302,0.698,0.0,neg,"[""Florida 's ĠGovernor ĠL ifts ĠAll ĠCO VID - 19 ĠRestrict ions ĠOn ĠBusiness es ĠState wide Ġhttps :// t . co / N d P d C FX O ig"", ('infection', 0.4396248757839203), ('vaccine', 0.3442774713039398), ('death', 0.2160976231098175)]"
1.32e+18,2020-10-14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MuzaffarabadB: #Hizbul mujadideen chief &amp; head of #Jihad Council Salahudin has announced that he was ready to send in #jihadists into #…,en,0.0,1181.0,Abdel60211573,"Hizbul, Jihad, jihadists",MuzaffarabadB,,RT Ġ@ M uz aff ar abad B : Ġ# H iz bul Ġm uj ad ide en Ġchief Ġ& amp ; Ġhead Ġof Ġ# J ihad ĠCouncil ĠSal ah ud in Ġhas Ġannounced Ġthat Ġhe Ġwas Ġready Ġto Ġsend Ġin Ġ# j ihad ists Ġinto Ġ# âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ M uz aff ar abad B : Ġ# H iz bul Ġm uj ad ide en Ġchief Ġ& amp ; Ġhead Ġof Ġ# J ihad ĠCouncil ĠSal ah ud in Ġhas Ġannounced Ġthat Ġhe Ġwas Ġready Ġto Ġsend Ġin Ġ# j ihad ists Ġinto Ġ# âĢ¦', ('vaccine', 0.40473705530166626), ('infection', 0.36060234904289246), ('death', 0.23466061055660248)]"
1.3e+18,2020-09-02,"<a href=""https://www.covid-19worldstats.com/"" rel=""nofollow"">covid19worldstats</a>",COVID-19 update - August 31(Source: Manitoba Government) click here --&gt; https://t.co/VCDtn9mwJm,en,0.0,7.0,cov_19worldstat,,,,CO VID - 19 Ġupdate Ġ- ĠAugust Ġ31 ( Source : ĠManitoba ĠGovernment ) Ġclick Ġhere Ġ-- & gt ; Ġhttps :// t . co / V CD tn 9 m w J m,0.2732,0.0,0.769,0.231,pos,"['CO VID - 19 Ġupdate Ġ- ĠAugust Ġ31 ( Source : ĠManitoba ĠGovernment ) Ġclick Ġhere Ġ-- & gt ; Ġhttps :// t . co / V CD tn 9 m w J m', ('vaccine', 0.4313114881515503), ('infection', 0.31048882007598877), ('death', 0.2581997215747833)]"
1.31e+18,2020-09-23,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @caulmick: Anything to do with trip to Berlin?  First Pascal..now Varadkar   Leo Varadkar forced to take Covid-19 test after close conta…,en,0.0,12.0,Eimhearmccoo,,caulmick,Overseas in Doire ....,RT Ġ@ c aul m ick : ĠAnything Ġto Ġdo Ġwith Ġtrip Ġto ĠBerlin ? Ġ ĠFirst ĠPascal .. now ĠVar ad kar Ġ Ġ ĠLeo ĠVar ad kar Ġforced Ġto Ġtake ĠCov id - 19 Ġtest Ġafter Ġclose Ġcont a âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ c aul m ick : ĠAnything Ġto Ġdo Ġwith Ġtrip Ġto ĠBerlin ? Ġ ĠFirst ĠPascal .. now ĠVar ad kar Ġ Ġ ĠLeo ĠVar ad kar Ġforced Ġto Ġtake ĠCov id - 19 Ġtest Ġafter Ġclose Ġcont a âĢ¦', ('infection', 0.5834034085273743), ('vaccine', 0.26998522877693176), ('death', 0.14661140739917755)]"
1.32e+18,2020-10-14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Imagine if Covid happened a mere 10 years back. There would be no 1. At home streaming 2. No Work from Home 3. No H… https://t.co/P69u9tHYlZ,en,0.0,185.0,itsTarH,,,,Imagine Ġif ĠCov id Ġhappened Ġa Ġmere Ġ10 Ġyears Ġback . ĠThere Ġwould Ġbe Ġno Ġ1 . ĠAt Ġhome Ġstreaming Ġ2 . ĠNo ĠWork Ġfrom ĠHome Ġ3 . ĠNo ĠH âĢ¦ Ġhttps :// t . co / P 69 u 9 t HY l Z,0.0,0.0,1.0,0.0,neu,"['Imagine Ġif ĠCov id Ġhappened Ġa Ġmere Ġ10 Ġyears Ġback . ĠThere Ġwould Ġbe Ġno Ġ1 . ĠAt Ġhome Ġstreaming Ġ2 . ĠNo ĠWork Ġfrom ĠHome Ġ3 . ĠNo ĠH âĢ¦ Ġhttps :// t . co / P 69 u 9 t HY l Z', ('death', 0.3597962558269501), ('infection', 0.35659486055374146), ('vaccine', 0.28360891342163086)]"
1.31e+18,2020-09-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @WorkingatDuke: .@DukeU’s newest #COVID19 test site is on four wheels and ready to move at a moment’s notice. https://t.co/RuOAoPuFAQ @D…,en,0.0,527.0,TheDHVI,COVID19,"WorkingatDuke, DukeU","Durham, NC",RT Ġ@ Working at D uke : Ġ. @ D uke U âĢ Ļ s Ġnewest Ġ# CO VID 19 Ġtest Ġsite Ġis Ġon Ġfour Ġwheels Ġand Ġready Ġto Ġmove Ġat Ġa Ġmoment âĢ Ļ s Ġnotice . Ġhttps :// t . co / Ru OA o P u FAQ Ġ@ D âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ Working at D uke : Ġ. @ D uke U âĢ Ļ s Ġnewest Ġ# CO VID 19 Ġtest Ġsite Ġis Ġon Ġfour Ġwheels Ġand Ġready Ġto Ġmove Ġat Ġa Ġmoment âĢ Ļ s Ġnotice . Ġhttps :// t . co / Ru OA o P u FAQ Ġ@ D âĢ¦', ('vaccine', 0.5875098705291748), ('infection', 0.2789147198200226), ('death', 0.13357539474964142)]"
1.32e+18,2020-10-12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @garnster: Liverpool's latest weekly Covid-19 infection rate is 609.  Wirral's is 276.8. Both going into a Tier 3 lockdown. 🤷‍♂️,en,0.0,1196.0,jstands4jay,,garnster,"Vittoria Vaults, Birkenhead",RT Ġ@ g arn ster : ĠLiverpool 's Ġlatest Ġweekly ĠCov id - 19 Ġinfection Ġrate Ġis Ġ6 09 . Ġ ĠW ir ral 's Ġis Ġ276 . 8 . ĠBoth Ġgoing Ġinto Ġa ĠTier Ġ3 Ġlockdown . ĠðŁ ¤ · âĢ į âĻ Ĥ ï¸ı,0.0,0.0,1.0,0.0,neu,"[""RT Ġ@ g arn ster : ĠLiverpool 's Ġlatest Ġweekly ĠCov id - 19 Ġinfection Ġrate Ġis Ġ6 09 . Ġ ĠW ir ral 's Ġis Ġ276 . 8 . ĠBoth Ġgoing Ġinto Ġa ĠTier Ġ3 Ġlockdown . ĠðŁ ¤ · âĢ į âĻ Ĥ ï¸ı"", ('infection', 0.9881539344787598), ('death', 0.007805581670254469), ('vaccine', 0.004040471278131008)]"
1.3e+18,2020-08-22,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",President Rouhani paid tribute to #Iranian physicians and medical society for their courageous battle in the war ag… https://t.co/y4R7obqIYB,en,0.0,40.0,Tasnimnews_EN,Iranian,,"Iran, Tehran",President ĠRouhani Ġpaid Ġtribute Ġto Ġ# Iran ian Ġphysicians Ġand Ġmedical Ġsociety Ġfor Ġtheir Ġcourageous Ġbattle Ġin Ġthe Ġwar Ġag âĢ¦ Ġhttps :// t . co / y 4 R 7 ob q I Y B,-0.5994,0.281,0.719,0.0,neg,"['President ĠRouhani Ġpaid Ġtribute Ġto Ġ# Iran ian Ġphysicians Ġand Ġmedical Ġsociety Ġfor Ġtheir Ġcourageous Ġbattle Ġin Ġthe Ġwar Ġag âĢ¦ Ġhttps :// t . co / y 4 R 7 ob q I Y B', ('infection', 0.41330018639564514), ('vaccine', 0.3773922920227051), ('death', 0.2093074768781662)]"
1.3e+18,2020-09-02,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#NowPlayingOnStarFm - meaning @cmvibez   / @gogoswift5     #starfmbusinessplatform  with @dfreshyall   #TuneIn  #StaySafe #BeResponsible,en,0.0,166.0,starfm101_5,"NowPlayingOnStarFm, starfmbusinessplatform, TuneIn, StaySafe, BeResponsible","CMvibez, gogoswift5, dfreshyall","ÜT: 6.61737,3.36527",# Now Playing On Star F m Ġ- Ġmeaning Ġ@ cm v ib ez Ġ Ġ Ġ/ Ġ@ g og os w ift 5 Ġ Ġ Ġ Ġ Ġ# star f mb us iness platform Ġ Ġwith Ġ@ df resh y all Ġ Ġ Ġ# T une In Ġ Ġ# Stay Safe Ġ# Be Resp ons ible,0.0,0.0,1.0,0.0,neu,"['# Now Playing On Star F m Ġ- Ġmeaning Ġ@ cm v ib ez Ġ Ġ Ġ/ Ġ@ g og os w ift 5 Ġ Ġ Ġ Ġ Ġ# star f mb us iness platform Ġ Ġwith Ġ@ df resh y all Ġ Ġ Ġ# T une In Ġ Ġ# Stay Safe Ġ# Be Resp ons ible', ('infection', 0.45902764797210693), ('vaccine', 0.44691982865333557), ('death', 0.09405246376991272)]"
1.31e+18,2020-09-30,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @TheStalwart: ‘Game Changing’ 15-Minute Covid-19 Test Cleared in Europe https://t.co/xKhgHW6HYn via @emmarcourt,en,0.0,458.0,Kapoiosmpla,,"TheStalwart, emmarcourt",Θράκη - Thrace - Greece,RT Ġ@ The St al wart : ĠâĢ ĺ Game ĠChanging âĢ Ļ Ġ15 - Min ute ĠCov id - 19 ĠTest ĠCle ared Ġin ĠEurope Ġhttps :// t . co / x Kh g H W 6 HY n Ġvia Ġ@ em mar court,0.3818,0.0,0.729,0.271,pos,"['RT Ġ@ The St al wart : ĠâĢ ĺ Game ĠChanging âĢ Ļ Ġ15 - Min ute ĠCov id - 19 ĠTest ĠCle ared Ġin ĠEurope Ġhttps :// t . co / x Kh g H W 6 HY n Ġvia Ġ@ em mar court', ('infection', 0.5572495460510254), ('vaccine', 0.31914135813713074), ('death', 0.12360914051532745)]"
1.32e+18,2020-10-17,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","COVID-19 CORONAVIRUS DISEASE IN GREATER MANCHESTER, UK  / COVID-19 CASES IN SCHOOLS: https://t.co/1OghBkKQbz",en,0.0,0.0,FrancisWasHere,,,"Durham, England, UK, EU till I die.","CO VID - 19 ĠCOR ON AV IR US ĠDIS E ASE ĠIN ĠGRE ATER ĠMAN CH ES TER , ĠUK Ġ Ġ/ ĠCO VID - 19 ĠCAS ES ĠIN ĠSCHOOL S : Ġhttps :// t . co / 1 O gh B k K Q b z",0.3612,0.0,0.762,0.238,pos,"['CO VID - 19 ĠCOR ON AV IR US ĠDIS E ASE ĠIN ĠGRE ATER ĠMAN CH ES TER , ĠUK Ġ Ġ/ ĠCO VID - 19 ĠCAS ES ĠIN ĠSCHOOL S : Ġhttps :// t . co / 1 O gh B k K Q b z', ('vaccine', 0.6000176668167114), ('infection', 0.29694777727127075), ('death', 0.1030345931649208)]"
1.32e+18,2020-10-17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",So is  Covid -19 gone or ? 🤦🏾‍♂️,en,0.0,0.0,B_Larrymore,,,Somewhere in Fashion,So Ġis Ġ ĠCov id Ġ- 19 Ġgone Ġor Ġ? ĠðŁ ¤ ¦ ðŁ ı ¾ âĢ į âĻ Ĥ ï¸ı,0.0,0.0,1.0,0.0,neu,"['So Ġis Ġ ĠCov id Ġ- 19 Ġgone Ġor Ġ? ĠðŁ ¤ ¦ ðŁ ı ¾ âĢ į âĻ Ĥ ï¸ı', ('death', 0.7154643535614014), ('vaccine', 0.1733660101890564), ('infection', 0.11116964370012283)]"
1.32e+18,2020-10-16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @potterkatiehook: #pedagoofriday This year 7 rocked #typography in the last lesson of our KS3 Collaborative @BobandRoberta inspired posi…,en,0.0,49.0,BobandRoberta,"pedagoofriday, typography","potterkatiehook, BobandRoberta",Ramsgate Thanet,RT Ġ@ pot ter kat ie hook : Ġ# ped ago of r iday ĠThis Ġyear Ġ7 Ġrocked Ġ# typ ography Ġin Ġthe Ġlast Ġlesson Ġof Ġour ĠKS 3 ĠCollabor ative Ġ@ Bob and Rober ta Ġinspired Ġpos i âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ pot ter kat ie hook : Ġ# ped ago of r iday ĠThis Ġyear Ġ7 Ġrocked Ġ# typ ography Ġin Ġthe Ġlast Ġlesson Ġof Ġour ĠKS 3 ĠCollabor ative Ġ@ Bob and Rober ta Ġinspired Ġpos i âĢ¦', ('vaccine', 0.4177601635456085), ('infection', 0.3690592646598816), ('death', 0.2131805717945099)]"
1.31e+18,2020-09-28,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","his death certificate said ""Covid-19"" so that must have been it https://t.co/xDfyHlZ1HG",en,0.0,2.0,BaronVillin,,,Outer Heaven,"his Ġdeath Ġcertificate Ġsaid Ġ"" C ov id - 19 "" Ġso Ġthat Ġmust Ġhave Ġbeen Ġit Ġhttps :// t . co / x D fy H l Z 1 H G",-0.5994,0.494,0.506,0.0,neg,"['his Ġdeath Ġcertificate Ġsaid Ġ"" C ov id - 19 "" Ġso Ġthat Ġmust Ġhave Ġbeen Ġit Ġhttps :// t . co / x D fy H l Z 1 H G', ('death', 0.9892187118530273), ('infection', 0.005791419185698032), ('vaccine', 0.004989849403500557)]"
1.31e+18,2020-09-22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""That's the hope, that's the dream"" - to have decent testing. FFS, I hope its more than a hope and dream. #Boris #covidbriefing #Covid_19",en,0.0,192.0,emily_swords,"Boris, covidbriefing, Covid_19",,"London, England",""" That 's Ġthe Ġhope , Ġthat 's Ġthe Ġdream "" Ġ- Ġto Ġhave Ġdecent Ġtesting . ĠF FS , ĠI Ġhope Ġits Ġmore Ġthan Ġa Ġhope Ġand Ġdream . Ġ# B oris Ġ# c ov id b rief ing Ġ# C ov id _ 19",0.926,0.0,0.114,0.886,pos,"['"" That \'s Ġthe Ġhope , Ġthat \'s Ġthe Ġdream "" Ġ- Ġto Ġhave Ġdecent Ġtesting . ĠF FS , ĠI Ġhope Ġits Ġmore Ġthan Ġa Ġhope Ġand Ġdream . Ġ# B oris Ġ# c ov id b rief ing Ġ# C ov id _ 19', ('vaccine', 0.5370833277702332), ('infection', 0.35910603404045105), ('death', 0.10381064563989639)]"
1.32e+18,2020-10-12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @hazgibbo: In case you didn’t catch the PowerPoint #lockdown https://t.co/dofDDRkGGT,en,0.0,49.0,nickjamespoad,lockdown,hazgibbo,,RT Ġ@ h az g ib bo : ĠIn Ġcase Ġyou Ġdidn âĢ Ļ t Ġcatch Ġthe ĠPowerPoint Ġ# lock down Ġhttps :// t . co / d of D DR k GG T,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ h az g ib bo : ĠIn Ġcase Ġyou Ġdidn âĢ Ļ t Ġcatch Ġthe ĠPowerPoint Ġ# lock down Ġhttps :// t . co / d of D DR k GG T', ('infection', 0.5344078540802002), ('vaccine', 0.31879833340644836), ('death', 0.14679378271102905)]"
1.32e+18,2020-10-14,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @purohit_b: #RbiForRich is responsible for the hardship of common ppl,given free hand to goons #OperatiinHaftaVasooli covid-19 pandemic,…",en,0.0,40.0,dr_sheitan,"RbiForRich, OperatiinHaftaVasooli",purohit_b,,"RT Ġ@ p uro hit _ b : Ġ# R bi For Rich Ġis Ġresponsible Ġfor Ġthe Ġhardship Ġof Ġcommon Ġp pl , given Ġfree Ġhand Ġto Ġgo ons Ġ# Oper ati in H aft a V as ool i Ġcov id - 19 Ġpand emic , âĢ¦",0.6369,0.146,0.443,0.411,pos,"['RT Ġ@ p uro hit _ b : Ġ# R bi For Rich Ġis Ġresponsible Ġfor Ġthe Ġhardship Ġof Ġcommon Ġp pl , given Ġfree Ġhand Ġto Ġgo ons Ġ# Oper ati in H aft a V as ool i Ġcov id - 19 Ġpand emic , âĢ¦', ('vaccine', 0.41682785749435425), ('infection', 0.37695562839508057), ('death', 0.2062164843082428)]"
1.31e+18,2020-09-25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @AdventurousWrld: Scottish outdoor centres face Covid-19 'catastrophe' https://t.co/RzBLv6kesu,en,0.0,4.0,WeekendExplorer,,AdventurousWrld,"Del Mar, California",RT Ġ@ Ad vent urous Wr ld : ĠScottish Ġoutdoor Ġcentres Ġface ĠCov id - 19 Ġ' cat ast rophe ' Ġhttps :// t . co / R z BL v 6 kes u,0.0,0.0,1.0,0.0,neu,"[""RT Ġ@ Ad vent urous Wr ld : ĠScottish Ġoutdoor Ġcentres Ġface ĠCov id - 19 Ġ' cat ast rophe ' Ġhttps :// t . co / R z BL v 6 kes u"", ('infection', 0.5949817299842834), ('vaccine', 0.33828479051589966), ('death', 0.0667334496974945)]"
1.32e+18,2020-10-16,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Dale_Chu: NEW on #Testing123blog!  Student assessment during COVID-19: A conversation with Laura Jimenez (Part I)  https://t.co/PJkrkB7…,en,0.0,2.0,StudentSuccess,Testing123blog,Dale_Chu,,RT Ġ@ D ale _ Ch u : ĠNEW Ġon Ġ# Testing 123 blog ! Ġ ĠStudent Ġassessment Ġduring ĠCO VID - 19 : ĠA Ġconversation Ġwith ĠLaura ĠJim enez Ġ( Part ĠI ) Ġ Ġhttps :// t . co / P J kr kB 7 âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ D ale _ Ch u : ĠNEW Ġon Ġ# Testing 123 blog ! Ġ ĠStudent Ġassessment Ġduring ĠCO VID - 19 : ĠA Ġconversation Ġwith ĠLaura ĠJim enez Ġ( Part ĠI ) Ġ Ġhttps :// t . co / P J kr kB 7 âĢ¦', ('vaccine', 0.41051074862480164), ('infection', 0.3928408622741699), ('death', 0.19664840400218964)]"
